player,birthday,yrs,from,to,team
Brendan Woods,1992-06-11,1,2015,2016,CAR
Michal Barinka,1984-06-12,2,2004,2006,CHI
Doug Brown,1964-06-12,14,1987,2001,"NJD,PIT,DET"
Frederic Cassivi,1975-06-12,5,2002,2007,"ATL,WSH"
Bill Cowley*,1912-06-12,12,1935,1947,"STE,BOS"
Bob DeCourcy,1927-06-12,0,1948,1948,NYR
Gustav Forsling,1996-06-12,2,2017,2019,CHI
Mark Holden,1957-06-12,3,1982,1985,"MTL,WIN"
Ryan Kuffner,1996-06-12,0,2019,2019,DET
Greg Kuznik,1978-06-12,0,2001,2001,CAR
Mikko Lehtonen,1978-06-12,0,2007,2007,NSH
Dan Mandich,1960-06-12,3,1983,1986,MNS
Dave Morrison,1962-06-12,4,1981,1985,"LAK,VAN"
Wade Redden,1977-06-12,16,1997,2013,"OTT,NYR,BOS,STL"
Paul Ronty,1928-06-12,7,1948,1955,"BOS,NYR,MTL"
Mathieu Schneider,1969-06-12,22,1988,2010,"MTL,NYI,TOR,NYR,LAK,DET,ANA,ATL,PHX,VAN"
Marc Tardif,1949-06-12,13,1970,1983,"MTL,QUE"
Ron Areshenkoff,1957-06-13,0,1980,1980,EDM
Ace Bailey,1948-06-13,9,1969,1978,"BOS,DET,STL,WSH"
J.P. Bordeleau,1949-06-13,8,1972,1980,CBH
Matt Bradley,1978-06-13,11,2001,2012,"SJS,PIT,WSH,FLA"
Valeri Bure,1974-06-13,9,1995,2004,"MTL,CGY,FLA,STL,DAL"
Viacheslav Butsayev,1970-06-13,7,1993,2000,"PHI,SJS,MDA,FLA,OTT,TBL"
Brian Carlin,1950-06-13,0,1972,1972,LAK
Blair Chapman,1956-06-13,6,1977,1983,"PIT,STL"
Doug Crossman,1960-06-13,13,1981,1994,"CBH,PHI,LAK,NYI,DET,HAR,STL,TBL"
Randy Gilhen,1963-06-13,13,1983,1996,"HAR,WIN,PIT,LAK,NYR,TBL,FLA"
Dale Kushner,1966-06-13,2,1990,1992,"NYI,PHI"
David Littman,1967-06-13,2,1991,1993,"BUF,TBL"
Andreas Martinsen,1990-06-13,3,2016,2019,"COL,MTL,CHI"
Duke McCurry,1900-06-13,3,1926,1929,PTP
Ryan McDonagh,1989-06-13,9,2011,2020,"NYR,TBL"
Dave Roche,1975-06-13,6,1996,2002,"PIT,CGY,NYI"
Jason Spezza,1983-06-13,17,2003,2020,"OTT,DAL,TOR"
Danny Syvret,1985-06-13,5,2006,2011,"EDM,PHI,ANA"
Radim Vrbata,1981-06-13,16,2002,2018,"COL,CAR,CHI,PHX,TBL,VAN,ARI,FLA"
Oliver Wahlstrom,2000-06-13,0,2020,2020,NYI
Shane Willis,1977-06-13,5,1999,2004,"CAR,TBL"
Jack Adams*,1894-06-14,9,1918,1927,"TRA,TRS,OTS"
Steve Begin,1978-06-14,15,1998,2013,"CGY,MTL,DAL,BOS,NSH"
Tony Cimellaro,1971-06-14,0,1993,1993,OTT
Andrew Cogliano,1987-06-14,12,2008,2020,"EDM,ANA,DAL"
Patrice Cormier,1990-06-14,5,2011,2016,"ATL,WPG"
Hap Day*,1901-06-14,13,1925,1938,"TRS,TOR,NYA"
Eric Desjardins,1969-06-14,17,1989,2006,"MTL,PHI"
Gary Geldart,1950-06-14,0,1971,1971,MNS
Rick Hampton,1956-06-14,5,1975,1980,"CGS,CLE,LAK"
Ryan Johnson,1976-06-14,13,1998,2011,"FLA,TBL,STL,VAN,CHI"
Ryan Jones,1984-06-14,5,2009,2014,"NSH,EDM"
Bing Juckes,1926-06-14,2,1948,1950,NYR
Sami Kapanen,1973-06-14,12,1996,2008,"HAR,CAR,PHI"
Jordan Krestanovich,1981-06-14,2,2002,2004,COL
Jack Lancien,1923-06-14,4,1947,1951,NYR
Parker MacDonald,1933-06-14,16,1953,1969,"TOR,NYR,DET,BOS,MNS"
James Patrick,1963-06-14,20,1984,2004,"NYR,CGY,HAR,BUF"
Geoff Powis,1945-06-14,0,1968,1968,CBH
Yves Preston,1956-06-14,2,1979,1981,PHI
Matt Read,1986-06-14,7,2012,2019,"PHI,MIN"
Joel Rechlicz,1987-06-14,3,2009,2012,"NYI,WSH"
Eric Robinson,1995-06-14,2,2018,2020,CBJ
Ben Simon,1978-06-14,4,2002,2006,"ATL,CBJ"
Devante Smith-Pelly,1992-06-14,7,2012,2019,"ANA,MTL,NJD,WSH"
Floyd Thomson,1949-06-14,8,1972,1980,STL
Johnny Wilson,1929-06-14,12,1950,1962,"DET,CBH,TOR,NYR"
Jesse Belanger,1969-06-15,9,1992,2001,"MTL,FLA,VAN,EDM,NYI"
Ryan Caldwell,1981-06-15,2,2006,2008,"NYI,PHX"
Ed Carpenter,1890-06-15,1,1920,1921,"QBC,HAM"
Bart Crashley,1946-06-15,10,1966,1976,"DET,KCS,LAK"
Mario Gosselin,1963-06-15,10,1984,1994,"QUE,LAK,HAR"
Radek Hamr,1974-06-15,1,1993,1994,OTT
Pete Horeck,1923-06-15,7,1945,1952,"CBH,DET,BOS"
Dan Jancevski,1981-06-15,3,2006,2009,"DAL,TBL"
Boone Jenner,1993-06-15,6,2014,2020,CBJ
Sheldon Kennedy,1969-06-15,7,1990,1997,"DET,CGY,BOS"
Jean-Francois Labbe,1972-06-15,3,2000,2003,"NYR,CBJ"
Pat MacLeod,1969-06-15,5,1991,1996,"MNS,SJS,DAL"
Dean McAmmond,1973-06-15,18,1992,2010,"CHI,EDM,PHI,CGY,COL,STL,OTT,NYI,NJD"
Sandy McCarthy,1972-06-15,10,1994,2004,"CGY,TBL,PHI,CAR,NYR,BOS"
Warren Miller,1954-06-15,3,1980,1983,"NYR,HAR"
Danny O'Shea,1945-06-15,4,1969,1973,"MNS,CBH,STL"
Marcel Pronovost*,1930-06-15,19,1951,1970,"DET,TOR"
Leo Quenneville,1900-06-15,0,1930,1930,NYR
Tyler Randell,1991-06-15,0,2016,2016,BOS
Zac Rinaldo,1990-06-15,8,2012,2020,"PHI,BOS,ARI,NSH,CGY"
Mackenzie Skapski,1994-06-15,0,2015,2015,NYR
Don Spring,1959-06-15,3,1981,1984,WIN
Petr Straka,1992-06-15,0,2015,2015,PHI
Todd Strueby,1963-06-15,2,1982,1984,EDM
Claire Alexander,1945-06-16,3,1975,1978,"TOR,VAN"
Brady Austin,1993-06-16,0,2017,2017,BUF
Kevin Bieksa,1981-06-16,12,2006,2018,"VAN,ANA"
Travis Brigley,1977-06-16,6,1998,2004,"CGY,COL"
Kelly Burnett,1926-06-16,0,1953,1953,NYR
Barry Cullen,1935-06-16,4,1956,1960,"TOR,DET"
Emerson Etem,1992-06-16,4,2013,2017,"ANA,NYR,VAN"
Gordie Fashoway,1926-06-16,0,1951,1951,CBH
Tom Fergus,1962-06-16,11,1982,1993,"BOS,TOR,VAN"
Zack Fitzgerald,1985-06-16,0,2008,2008,VAN
Alexandre Giroux,1981-06-16,6,2006,2012,"NYR,WSH,EDM,CBJ"
Dean Kolstad,1968-06-16,4,1989,1993,"MNS,SJS"
Steve Larmer,1961-06-16,14,1981,1995,"CBH,CHI,NYR"
Jean-Louis Levasseur,1949-06-16,0,1980,1980,MNS
Chris McAllister,1975-06-16,6,1998,2004,"VAN,TOR,PHI,COL,NYR"
Stan McCabe,1908-06-16,4,1930,1934,"DTC,DTF,MTM"
Mike Moller,1962-06-16,6,1981,1987,"BUF,EDM"
Rick Nash,1984-06-16,15,2003,2018,"CBJ,NYR,BOS"
Nikita Nikitin,1986-06-16,5,2011,2016,"STL,CBJ,EDM"
Pascal Pelletier,1983-06-16,6,2008,2014,"BOS,CHI,VAN"
Jame Pollock,1979-06-16,0,2004,2004,STL
Derek Sanderson,1946-06-16,12,1966,1978,"BOS,NYR,STL,VAN,PIT"
Frank Sullivan,1929-06-16,6,1950,1956,"TOR,CBH"
Tony White,1954-06-16,5,1975,1980,"WSH,MNS"
Dainius Zubrus,1978-06-16,19,1997,2016,"PHI,MTL,WSH,BUF,NJD,SJS"
Bob Barlow,1935-06-17,1,1970,1971,MNS
Sammy Blais,1996-06-17,2,2018,2020,STL
Stephane Fiset,1970-06-17,12,1990,2002,"QUE,COL,LAK,MTL"
Dave Fortier,1951-06-17,4,1973,1977,"TOR,NYI,VAN"
John Garrett,1951-06-17,5,1980,1985,"HAR,QUE,VAN"
Dougie Hamilton,1993-06-17,7,2013,2020,"BOS,CGY,CAR"
Tavis Hansen,1975-06-17,6,1995,2001,"WIN,PHX"
Matt Hendricks,1981-06-17,10,2009,2019,"COL,WSH,EDM,NSH,WPG,MIN"
Brent Hughes,1943-06-17,7,1968,1975,"LAK,PHI,STL,DET,KCS"
Henri Jokiharju,1999-06-17,1,2019,2020,"CHI,BUF"
Patric Kjellberg,1969-06-17,10,1993,2003,"MTL,NSH,MDA"
Ville Koistinen,1982-06-17,2,2008,2010,"NSH,FLA"
Nikita Kucherov,1993-06-17,6,2014,2020,TBL
Larry Kwong,1923-06-17,0,1948,1948,NYR
Greg McKegg,1992-06-17,6,2014,2020,"TOR,FLA,TBL,PIT,CAR,NYR"
Al McLeod,1949-06-17,0,1974,1974,DET
Mike Milbury,1952-06-17,11,1976,1987,BOS
Mika Noronen,1979-06-17,5,2001,2006,"BUF,VAN"
Maxime Ouellet,1981-06-17,5,2001,2006,"PHI,WSH,VAN"
George Pesut,1953-06-17,1,1975,1976,CGS
Tomi Pettinen,1977-06-17,3,2003,2006,NYI
Travis Roche,1978-06-17,6,2001,2007,"MIN,PHX"
Joakim Ryan,1993-06-17,2,2018,2020,"SJS,LAK"
Bob Sauve,1955-06-17,12,1977,1989,"BUF,DET,CBH,CHI,NJD"
Marek Svatos,1982-06-17,7,2004,2011,"COL,NSH,OTT"
Trent Whitfield,1977-06-17,11,2001,2012,"WSH,NYR,STL,BOS"
Rik Wilson,1962-06-17,6,1982,1988,"STL,CGY,CHI"
Allen York,1989-06-17,0,2012,2012,CBJ
Luke Adam,1990-06-18,4,2011,2015,"BUF,CBJ"
Joseph Blandisi,1994-06-18,4,2016,2020,"NJD,ANA,PIT"
Doug Bodger,1966-06-18,15,1985,2000,"PIT,BUF,SJS,NJD,LAK,VAN"
Andreas Borgman,1995-06-18,0,2018,2018,TOR
Nobby Clark,1897-06-18,0,1928,1928,BOS
David Hale,1981-06-18,7,2004,2011,"NJD,CGY,PHX,TBL,OTT"
Josh Harding,1984-06-18,8,2006,2014,MIN
Jan Hejda,1978-06-18,8,2007,2015,"EDM,CBJ,COL"
Denis Herron,1952-06-18,13,1973,1986,"PIT,KCS,MTL"
Joe Lamb,1906-06-18,10,1928,1938,"MTM,OTS,NYA,BOS,MTL,STE,DET"
Larry Leach,1936-06-18,3,1959,1962,BOS
Mason Marchment,1995-06-18,0,2020,2020,TOR
Mike McKee,1969-06-18,0,1994,1994,QUE
Kyle McLaren,1977-06-18,12,1996,2008,"BOS,SJS"
Scott Morrow,1969-06-18,0,1995,1995,CGY
Chris Neil,1979-06-18,15,2002,2017,OTT
Antero Niittymaki,1980-06-18,7,2004,2011,"PHI,TBL,SJS"
Bob Rouse,1964-06-18,16,1984,2000,"MNS,WSH,TOR,DET,SJS"
Martin St. Louis*,1975-06-18,16,1999,2015,"CGY,TBL,NYR"
Derek Stepan,1990-06-18,9,2011,2020,"NYR,ARI"
David Volek,1966-06-18,5,1989,1994,NYI
Ross Yates,1959-06-18,0,1984,1984,HAR
Joey Anderson,1998-06-19,1,2019,2020,NJD
Jonny Brodzinski,1993-06-19,3,2017,2020,"LAK,SJS"
Jim Corsi,1954-06-19,0,1980,1980,EDM
Dan Ellis,1980-06-19,11,2004,2015,"DAL,NSH,ANA,TBL,CAR,FLA"
Stewart Evans,1908-06-19,8,1931,1939,"DTF,DET,MTM,MTL"
Alex Frolov,1982-06-19,8,2003,2011,"LAK,NYR"
Kyosti Karjalainen,1967-06-19,0,1992,1992,LAK
Sergei Makarov*,1958-06-19,7,1990,1997,"CGY,SJS,DAL"
Keith McCreary,1940-06-19,10,1965,1975,"MTL,PIT,ATF"
Walt McKechnie,1947-06-19,15,1968,1983,"MNS,CGS,BOS,DET,CLE,WSH,TOR,CLR"
Ed Reigle,1924-06-19,0,1951,1951,BOS
Laurie Scott,1900-06-19,1,1927,1928,"NYA,NYR"
Jack Shewchuk,1917-06-19,6,1939,1945,BOS
Sam Bennett,1996-06-20,5,2015,2020,CGY
Ralph Bowman,1911-06-20,6,1934,1940,"OTS,DET,STE"
Drake Caggiula,1994-06-20,3,2017,2020,"EDM,CHI"
Joe Corvo,1977-06-20,11,2003,2014,"LAK,OTT,CAR,WSH,BOS"
Jacques Cossette,1954-06-20,3,1976,1979,PIT
Nick Cousins,1993-06-20,5,2015,2020,"PHI,ARI,MTL,VEG"
Gary Croteau,1946-06-20,11,1969,1980,"LAK,DET,CGS,KCS,CLR"
Michael Dal Colle,1996-06-20,2,2018,2020,NYI
Collin Delia,1994-06-20,1,2018,2019,CHI
Dante Fabbro,1998-06-20,1,2019,2020,NSH
Jeff Giuliano,1979-06-20,2,2006,2008,LAK
Jean-Paul Gladu,1921-06-20,0,1945,1945,BOS
Pat Jablonski,1967-06-20,8,1990,1998,"STL,TBL,MTL,PHX,CAR"
Alex Motter,1913-06-20,8,1935,1943,"BOS,DET"
John Ogrodnick,1959-06-20,13,1980,1993,"DET,QUE,NYR"
Greg Pateryn,1990-06-20,7,2013,2020,"MTL,DAL,MIN"
Jimmy Peters,1944-06-20,10,1965,1975,"DET,LAK"
Craig Sarner,1949-06-20,0,1975,1975,BOS
Colin Smith,1993-06-20,0,2015,2015,COL
Dave Snuggerud,1966-06-20,3,1990,1993,"BUF,SJS,PHI"
Petr Svoboda,1980-06-20,0,2001,2001,TOR
Daniil Tarasov,1991-06-20,0,2015,2015,SJS
Bill Thomas,1983-06-20,6,2006,2012,"PHX,PIT,FLA"
Ken Berry,1960-06-21,7,1982,1989,"EDM,VAN"
Bob Bourne,1954-06-21,13,1975,1988,"NYI,LAK"
Fredrik Bremberg,1973-06-21,0,1999,1999,EDM
Paul Brydges,1965-06-21,0,1987,1987,BUF
Yann Danis,1981-06-21,10,2006,2016,"MTL,NYI,NJD,EDM"
Lucien DeBlois,1957-06-21,14,1978,1992,"NYR,CLR,WIN,MTL,QUE,TOR"
Denis Dupéré,1948-06-21,7,1971,1978,"TOR,STL,WSH,KCS,CLR"
Alex Gray,1899-06-21,1,1928,1929,"NYR,TOR"
Derek Gustafson,1979-06-21,1,2001,2002,MIN
Jochen Hecht,1977-06-21,14,1999,2013,"STL,EDM,BUF"
Jack Ingoldsby,1924-06-21,1,1943,1944,TOR
Reed Low,1976-06-21,6,2001,2007,"STL,CHI"
Ron Low,1950-06-21,12,1973,1985,"TOR,WSH,DET,EDM,QUE,NJD"
Jeff Madill,1965-06-21,0,1991,1991,NJD
Steve Martinson,1959-06-21,4,1988,1992,"DET,MTL,MNS"
Max McNab,1924-06-21,2,1948,1950,DET
Anssi Melametsa,1961-06-21,0,1986,1986,WIN
Marc Methot,1985-06-21,12,2007,2019,"CBJ,OTT,DAL"
Buddy O'Connor*,1916-06-21,9,1942,1951,"MTL,NYR"
Eric O'Dell,1990-06-21,1,2014,2015,WPG
Pascal Rheaume,1973-06-21,9,1997,2006,"NJD,STL,ATL,CHI,NYR,PHX"
Bernie Saunders,1956-06-21,1,1980,1981,QUE
Darryl Shannon,1968-06-21,12,1989,2001,"TOR,WIN,BUF,ATL,CGY,MTL"
Mike Amodeo,1952-06-22,0,1980,1980,WIN
Andrei Bashkirov,1970-06-22,2,1999,2001,MTL
Chris Beckford-Tseu,1984-06-22,0,2008,2008,STL
Fred Bergdinon,1906-06-22,0,1926,1926,BOS
Ilya Bryzgalov,1980-06-22,13,2002,2015,"MDA,ANA,PHX,PHI,EDM,MIN"
Scott Campbell,1957-06-22,2,1980,1982,"WIN,STL"
Patrick Dwyer,1983-06-22,6,2009,2015,CAR
Steve Gatzos,1961-06-22,3,1982,1985,PIT
David Gosselin,1977-06-22,2,2000,2002,NSH
Dwight Helminen,1983-06-22,1,2009,2010,"CAR,SJS"
Matt Henderson,1974-06-22,3,1999,2002,"NSH,CHI"
Adam Johnson,1994-06-22,1,2019,2020,PIT
Charles Linglet,1982-06-22,0,2010,2010,EDM
Mikko Luoma,1976-06-22,0,2004,2004,EDM
Brendan Mikkelson,1987-06-22,4,2009,2013,"ANA,CGY,TBL"
Roger Pelletier,1945-06-22,0,1968,1968,PHI
Darroll Powe,1985-06-22,5,2009,2014,"PHI,MIN,NYR"
Paul Stanton,1967-06-22,4,1991,1995,"PIT,BOS,NYI"
Alexei Tezikov,1978-06-22,3,1999,2002,"WSH,VAN"
Dean Turner,1958-06-22,4,1979,1983,"NYR,CLR,LAK"
Derek Boogaard,1982-06-23,5,2006,2011,"MIN,NYR"
Lawson Crouse,1997-06-23,3,2017,2020,ARI
Ken Doraty,1906-06-23,11,1927,1938,"CBH,TOR,DET"
David Haas,1968-06-23,3,1991,1994,"EDM,CGY"
Charles Hudon,1994-06-23,4,2016,2020,MTL
Ernie Laforce,1916-06-23,0,1943,1943,MTL
Brooks Laich,1983-06-23,14,2004,2018,"OTT,WSH,TOR,LAK"
Hal Laycoe,1922-06-23,10,1946,1956,"NYR,MTL,BOS"
Tony Martensson,1980-06-23,0,2004,2004,MDA
Reg Noble*,1896-06-23,15,1918,1933,"TRA,TRS,MTM,DTC,DTF,DET"
Jordan Nolan,1989-06-23,7,2012,2019,"LAK,BUF,STL"
Larry Playfair,1958-06-23,11,1979,1990,"BUF,LAK"
Felix Potvin,1971-06-23,12,1992,2004,"TOR,NYI,VAN,LAK,BOS"
John Ross Roach,1900-06-23,13,1922,1935,"TRS,TOR,NYR,DET"
Gaye Stewart,1923-06-23,10,1943,1953,"TOR,CBH,DET,NYR,MTL"
Kari Takko,1962-06-23,5,1986,1991,"MNS,EDM"
Austin Wagner,1997-06-23,1,2019,2020,LAK
Mike Brown,1985-06-24,8,2008,2016,"VAN,ANA,TOR,EDM,SJS,MTL"
Wayne Cashman,1945-06-24,18,1965,1983,BOS
Shane Churla,1965-06-24,10,1987,1997,"HAR,CGY,MNS,DAL,LAK,NYR"
Dave Creighton,1930-06-24,11,1949,1960,"BOS,CBH,TOR,NYR"
Jeff Daniels,1968-06-24,12,1991,2003,"PIT,FLA,HAR,CAR,NSH"
Michael Del Zotto,1990-06-24,10,2010,2020,"NYR,NSH,PHI,VAN,ANA,STL"
Pierre-Luc Dubois,1998-06-24,2,2018,2020,CBJ
Johnny Gottselig,1905-06-24,16,1929,1945,CBH
Bill Huard,1967-06-24,7,1993,2000,"BOS,OTT,QUE,DAL,EDM,LAK"
Uwe Krupp,1965-06-24,16,1987,2003,"BUF,NYI,QUE,COL,DET,ATL"
Jere Lehtinen,1973-06-24,14,1996,2010,DAL
Jean-Yves Leroux,1976-06-24,4,1997,2001,CHI
Drew MacIntyre,1983-06-24,6,2008,2014,"VAN,BUF,TOR"
Marek Malik,1975-06-24,14,1995,2009,"HAR,CAR,VAN,NYR,TBL"
Perry Miller,1952-06-24,3,1978,1981,DET
Bernie Nicholls,1961-06-24,17,1982,1999,"LAK,NYR,EDM,NJD,CHI,SJS"
Alain Raymond,1965-06-24,0,1988,1988,WSH
Tom Reid,1946-06-24,10,1968,1978,"CBH,MNS"
Wade Skolney,1981-06-24,0,2006,2006,PHI
Jarret Stoll,1982-06-24,13,2003,2016,"EDM,LAK,MIN,NYR"
Gary Suter,1964-06-24,16,1986,2002,"CGY,CHI,SJS"
Bill Armstrong,1966-06-25,0,1991,1991,PHI
Brett Bellemore,1988-06-25,2,2013,2015,CAR
Sebastien Caron,1980-06-25,9,2003,2012,"PIT,ANA,CHI,TBL"
Rene Corbet,1973-06-25,7,1994,2001,"QUE,COL,CGY,PIT"
Ernie Dickens,1921-06-25,9,1942,1951,"TOR,CBH"
Jhonas Enroth,1988-06-25,7,2010,2017,"BUF,DAL,LAK,TOR"
Doug Gilmour*,1963-06-25,19,1984,2003,"STL,CGY,TOR,NJD,CHI,BUF,MTL"
Hugh Harvey,1949-06-25,1,1975,1976,KCS
Brian Hayward,1960-06-25,10,1983,1993,"WIN,MTL,MNS,SJS"
Milan Hnilicka,1973-06-25,4,2000,2004,"NYR,ATL,LAK"
Ken Hodge,1944-06-25,13,1965,1978,"CBH,BOS,NYR"
Scott King,1967-06-25,1,1991,1992,DET
Mario Lessard,1954-06-25,5,1979,1984,LAK
Justin Mercier,1987-06-25,0,2010,2010,COL
Glen Metropolit,1974-06-25,10,2000,2010,"WSH,TBL,ATL,STL,BOS,MTL,PHI"
Greg Millen,1957-06-25,13,1979,1992,"PIT,HAR,STL,CHI,QUE,DET"
Jordan Oesterle,1992-06-25,5,2015,2020,"EDM,CHI,ARI"
Ben Ondrus,1982-06-25,3,2006,2009,TOR
Joe Paterson,1960-06-25,8,1981,1989,"DET,PHI,LAK,NYR"
Robert Reichel,1971-06-25,13,1991,2004,"CGY,NYI,PHX,TOR"
Todd Reirden,1971-06-25,5,1999,2004,"EDM,STL,ATL,PHX"
Jaden Schwartz,1992-06-25,8,2012,2020,STL
Mikhail Sergachev,1998-06-25,3,2017,2020,"MTL,TBL"
Martin Simard,1966-06-25,2,1991,1993,"CGY,TBL"
Dave Trottier,1906-06-25,10,1929,1939,"MTM,DET"
Chris Armstrong,1975-06-26,3,2001,2004,"MIN,MDA"
Ethan Bear,1997-06-26,2,2018,2020,EDM
Alexandre Bolduc,1985-06-26,6,2009,2015,"VAN,PHX,ARI"
John Erskine,1980-06-26,12,2002,2014,"DAL,NYI,WSH"
Eric Germain,1966-06-26,0,1988,1988,LAK
Danny Gruen,1952-06-26,4,1973,1977,"DET,CLR"
George Hainsworth*,1895-06-26,10,1927,1937,"MTL,TOR"
Brad Jones,1965-06-26,5,1987,1992,"WIN,LAK,PHI"
Ed Jovanovski,1976-06-26,18,1996,2014,"FLA,VAN,PHX"
Steve Junker,1972-06-26,0,1994,1994,NYI
Kirk McLean,1966-06-26,15,1986,2001,"NJD,VAN,CAR,FLA,NYR"
Cody McLeod,1984-06-26,11,2008,2019,"COL,NSH,NYR"
Tex White,1900-06-26,5,1926,1931,"PTP,NYA,PHQ"
Mike Angelidis,1985-06-27,4,2012,2016,TBL
Eric Cairns,1974-06-27,10,1997,2007,"NYR,NYI,FLA,PIT"
Stephane Charbonneau,1970-06-27,0,1992,1992,QUE
Rich Costello,1963-06-27,2,1984,1986,TOR
Justin Hodgman,1988-06-27,0,2015,2015,ARI
Bruce Holloway,1963-06-27,0,1985,1985,VAN
George Horne,1904-06-27,3,1926,1929,"MTM,TOR"
Lou Jankowski,1931-06-27,4,1951,1955,"DET,CBH"
D.J. King,1984-06-27,5,2007,2012,"STL,WSH"
Don Laurence,1957-06-27,1,1979,1980,"ATF,STL"
Oleg Mikulchik,1964-06-27,2,1994,1996,"WIN,MDA"
Armand Mondou,1905-06-27,11,1929,1940,MTL
Vojtech Polak,1985-06-27,1,2006,2007,DAL
Yip Radley,1908-06-27,6,1931,1937,"NYA,MTM"
Don Raleigh,1926-06-27,12,1944,1956,NYR
German Rubtsov,1998-06-27,0,2020,2020,PHI
Tommi Santala,1979-06-27,3,2004,2007,"ATL,VAN"
Doug Shelton,1945-06-27,0,1968,1968,CBH
Calvin Thurkauf,1997-06-27,0,2020,2020,CBJ
Sean Toomey,1965-06-27,0,1987,1987,MNS
Mark Visheau,1973-06-27,5,1994,1999,"WIN,LAK"
Joel Edmundson,1993-06-28,4,2016,2020,"STL,CAR"
George Gee,1922-06-28,8,1946,1954,"CBH,DET"
Joe Ironstone,1898-06-28,2,1926,1928,"NYA,TOR"
Ric Jackman,1978-06-28,7,2000,2007,"DAL,BOS,TOR,PIT,FLA,ANA"
Bill Jennings,1916-06-28,4,1941,1945,"DET,BOS"
Earl Johnson,1931-06-28,0,1954,1954,DET
Brad Larsen,1977-06-28,10,1998,2008,"COL,ATL"
Patrice Lefebvre,1967-06-28,0,1999,1999,WSH
Norm McAtee,1921-06-28,0,1947,1947,BOS
Roland Melanson,1960-06-28,11,1981,1992,"NYI,MNS,LAK,NJD,MTL"
Lance Nethery,1957-06-28,1,1981,1982,"NYR,EDM"
Niklas Nordgren,1979-06-28,0,2006,2006,"CAR,PIT"
George Parsons,1914-06-28,2,1937,1939,TOR
Muzz Patrick,1915-06-28,8,1938,1946,NYR
Steve Rooney,1962-06-28,4,1985,1989,"MTL,WIN,NJD"
Brett Skinner,1983-06-28,0,2009,2009,NYI
Garret Sparks,1993-06-28,4,2016,2020,"TOR,VEG"
Gary Veneruzzo,1943-06-28,4,1968,1972,STL
Tony Virta,1972-06-28,0,2002,2002,MIN
Jim Watson,1943-06-28,8,1964,1972,"DET,BUF"
Ty Arbour,1896-06-29,4,1927,1931,"PTP,CBH"
Christopher Breen,1989-06-29,0,2014,2014,CGY
Doug Buhr,1949-06-29,0,1975,1975,KCS
Joe Finley,1987-06-29,1,2012,2013,"BUF,NYI"
Theoren Fleury,1968-06-29,14,1989,2003,"CGY,COL,NYR,CHI"
Craig Hartsburg,1959-06-29,9,1980,1989,MNS
Petr Kalus,1987-06-29,3,2007,2010,"BOS,MIN"
Brian Lawton,1965-06-29,9,1984,1993,"MNS,HAR,NYR,BOS,QUE,SJS"
Drew LeBlanc,1989-06-29,0,2013,2013,CHI
Joey Mormina,1982-06-29,0,2008,2008,CAR
Tyler Moss,1975-06-29,5,1998,2003,"CGY,CAR,VAN"
John Pohl,1979-06-29,4,2004,2008,"STL,TOR"
Stephane Roy,1967-06-29,0,1988,1988,MNS
Prestin Ryan,1980-06-29,0,2006,2006,VAN
Peter Sidorkiewicz,1963-06-29,10,1988,1998,"HAR,OTT,NJD"
Mike Sillinger,1971-06-29,18,1991,2009,"DET,MDA,VAN,PHI,TBL,FLA,OTT,CBJ,PHX,STL,NSH,NYI"
Rick Smith,1948-06-29,12,1969,1981,"BOS,CGS,STL,DET,WSH"
Kai Suikkanen,1959-06-29,1,1982,1983,BUF
Jussi Timonen,1983-06-29,0,2007,2007,PHI
Andrew Alberts,1981-06-30,8,2006,2014,"BOS,PHI,CAR,VAN"
Jack Caffery,1934-06-30,3,1955,1958,"TOR,BOS"
Jonathan Delisle,1977-06-30,0,1999,1999,MTL
Steve Duchesne,1965-06-30,15,1987,2002,"LAK,PHI,QUE,STL,OTT,DET"
Ted Fauss,1961-06-30,1,1987,1988,TOR
Craig Fisher,1970-06-30,7,1990,1997,"PHI,WIN,FLA"
Karl Friesen,1958-06-30,0,1987,1987,NJD
Bob Froese,1958-06-30,7,1983,1990,"PHI,NYR"
Ken Gernander,1969-06-30,8,1996,2004,NYR
Ron Harris,1942-06-30,13,1963,1976,"DET,OAK,ATF,NYR"
Don Head,1933-06-30,0,1962,1962,BOS
Taro Hirose,1996-06-30,1,2019,2020,DET
Ted Hodgson,1945-06-30,0,1967,1967,BOS
Jason Jaffray,1981-06-30,4,2008,2012,"VAN,CGY,WPG"
Randy Ladouceur,1960-06-30,13,1983,1996,"DET,HAR,MDA"
Jamie McLennan,1971-06-30,13,1994,2007,"NYI,STL,MIN,CGY,NYR,FLA"
Jim Montgomery,1969-06-30,9,1994,2003,"STL,MTL,PHI,SJS,DAL"
Chris Pusey,1965-06-30,0,1986,1986,DET
Bert Robertsson,1974-06-30,3,1998,2001,"VAN,EDM,NYR"
Dalton Smith,1992-06-30,0,2020,2020,BUF
Karl Stewart,1983-06-30,4,2004,2008,"ATL,CHI,PIT,TBL"
Orval Tessier,1933-06-30,6,1955,1961,"MTL,BOS"
Rob Tudor,1956-06-30,4,1979,1983,"VAN,STL"
Steve Weeks,1958-06-30,12,1981,1993,"NYR,HAR,VAN,LAK,NYI,OTT"
Justin Bailey,1995-07-01,4,2016,2020,"BUF,PHI,VAN"
John Barrett,1958-07-01,7,1981,1988,"DET,WSH,MNS"
