player,birthday,yrs,from,to,month,day,country
Christopher Michael,1971-09-18,5,1996,2001,9,18,USA
Lavern George,1942-10-18,0,1965,1965,10,18,USA
James William,1944-05-27,8,1968,1976,5,27,USA
Brian John,1959-11-29,5,1985,1990,11,29,USA
James Emmett Madison,1894-07-25,0,1925,1925,7,25,USA
Roger Boyd,1956-04-08,0,1980,1980,4,8,USA
Tyler Andrew,1989-03-10,2,2014,2016,3,10,USA
Kenneth Dale,1945-11-03,14,1965,1979,11,3,USA
Michael James,1972-10-10,10,1996,2006,10,10,USA
Mark Harold,1969-08-20,7,1993,2000,8,20,USA
Martin Weldon,1869-05-29,1,1890,1891,5,29,USA
Frederick Wayne,1954-06-29,20,1977,1997,6,29,USA
Albie Larrison,1903-01-31,0,1925,1925,1,31,USA
Destin Dwane,1990-04-03,0,2016,2016,4,3,USA
Donald Harris,1949-10-16,10,1973,1983,10,16,USA
Wallace James,1895-02-09,2,1920,1922,2,9,USA
Wallace James,1925-09-24,0,1949,1949,9,24,USA
Christopher Wayne,1968-08-04,1,1995,1996,8,4,USA
William Edward,1880-08-28,1,1902,1903,8,28,USA
James Wesley,1936-11-18,7,1957,1964,11,18,USA
Alexander Marcus,1906-08-29,0,1935,1935,8,29,USA
Robert Nelson,1922-05-30,5,1950,1955,5,30,CAN
Harry Bartholomew,1887-08-24,16,1909,1925,8,24,USA
Kevin James,1976-12-07,1,2005,2006,12,7,USA
Michael H.,1850-02-07,0,1873,1873,2,7,USA
Michael Leon,1948-04-04,0,1974,1974,4,4,USA
Burt Carlton,1950-02-07,14,1971,1985,2,7,USA
William James,1863-04-12,8,1884,1892,4,12,USA
Charles E.,1865-09-09,1,1888,1889,9,9,USA
Richard Lloyd,1925-12-11,0,1952,1952,12,11,USA
James Allen,1987-08-13,6,2012,2018,8,13,USA
Robert Joseph,1915-04-15,2,1943,1945,4,15,USA
John Nicklaus,1962-12-22,0,1990,1990,12,22,USA
Paul Chester,1976-04-14,9,2001,2010,4,14,USA
John Alan,1970-12-21,3,1993,1996,12,21,USA
Samuel Everett,1878-12-04,0,1907,1907,12,4,USA
John Winton,1883-01-03,0,1907,1907,1,3,USA
Donald,1952-01-09,1,1975,1976,1,9,USA
Gail Eason,1943-02-19,6,1968,1974,2,19,USA
Meredith Hilliard,1907-02-22,1,1934,1935,2,22,USA
Michael Joseph,1872-11-01,0,1902,1902,11,1,United Kingdom
Paul Henry,1904-09-25,2,1927,1929,9,25,USA
William Booth,1891-08-26,2,1913,1915,8,26,USA
James McDaniel,1919-09-01,0,1946,1946,9,1,USA
Clarence Franklin,1875-05-27,0,1898,1898,5,27,USA
Norris Stephen,1979-03-24,2,2006,2008,3,24,USA
John Leonard,1916-07-18,13,1939,1952,7,18,USA
Joseph Patrick,1895-09-06,0,1924,1924,9,6,USA
Joseph Paul,1977-06-07,1,2004,2005,6,7,USA
Joel Edward,1937-08-14,11,1961,1972,8,14,USA
James Robert,1957-08-06,10,1978,1988,8,6,USA
William Frank,1863-09-21,0,1894,1894,9,21,USA
Berlyn Dale,1898-04-12,0,1929,1929,4,12,USA
Samuel Lee,1963-11-02,8,1987,1995,11,2,USA
Rogers,1896-04-27,22,1915,1937,4,27,USA
Michael Joseph,1857-06-12,11,1879,1890,6,12,USA
Hanson,1889-11-26,0,1912,1912,11,26,USA
Vincent Stanley Joseph,1967-03-09,4,1991,1995,3,9,CAN
Jeremy Michael,1985-10-01,2,2011,2013,10,1,USA
Oscar Theodore,1891-06-02,2,1917,1919,6,2,USA
Elmer E.,1869-09-04,2,1896,1898,9,4,USA
Ricky Neal,1959-07-30,6,1984,1990,7,30,USA
Anthony Darrin,1944-12-06,6,1964,1970,12,6,USA
William Wattison,1942-10-18,17,1963,1980,10,18,USA
Brian Jeffery,1982-11-07,0,2008,2008,11,7,USA
Dwayne Samuel,1967-03-11,1,1995,1996,3,11,USA
Steven Bernard,1969-04-02,1,1992,1993,4,2,USA
David Taylor,1925-08-03,1,1953,1954,8,3,USA
Rhys Dean,1993-03-17,2,2017,2019,3,17,USA
Timothy Kenneth,1947-05-10,11,1970,1981,5,10,USA
Eric John,1989-10-24,8,2011,2019,10,24,USA
Charles Cloyd,1903-09-22,1,1944,1945,9,22,USA
David Alan,1956-03-27,7,1981,1988,3,27,USA
Eugene Earl,1933-01-01,1,1956,1957,1,1,USA
Peter James,1856-12-16,9,1879,1888,12,16,USA
Kenneth Roger,1948-05-07,0,1971,1971,5,7,USA
Thomas Lee,1981-07-09,1,2011,2012,7,9,USA
Byron Simon,1891-08-28,6,1912,1918,8,28,USA
Sargent Perry,1856-02-29,8,1879,1887,2,29,USA
Charles Oliver,1948-01-05,24,1970,1994,1,5,USA
Ralph George,1919-08-09,7,1947,1954,8,9,USA
Dennis Sean,1979-08-12,2,2005,2007,8,12,USA
Adrian David,1993-02-02,4,2015,2019,2,2,USA
Benjamin Franklin,1883-11-30,2,1910,1912,11,30,USA
Charles F.,1855-08-21,0,1884,1884,8,21,USA
Charles W.,1854-02-08,2,1882,1884,2,8,USA
Craig Michael,1977-07-08,0,2000,2000,7,8,Japan
Edward H.,1869-10-12,0,1903,1903,10,12,USA
Willard Edwin,1890-10-03,0,1913,1913,10,3,USA
Henry Franklin,1930-02-18,11,1950,1961,2,18,USA
James Robert,1984-12-15,0,2010,2010,12,15,USA
John Franklin,1870-01-10,3,1894,1897,1,10,Netherlands
Joseph William,1891-07-03,0,1914,1914,7,3,USA
James Rodger,1979-11-11,5,2003,2008,11,11,USA
Patrick Lory,1940-09-01,1,1967,1968,9,1,USA
Paul Wesley,1958-09-04,7,1980,1987,9,4,USA
Glenn Anthony,1989-09-29,3,2014,2017,9,29,USA
Thomas Ross,1947-04-29,7,1971,1978,4,29,USA
Wayne Tyrone,1965-05-20,2,1991,1993,5,20,USA
Tyler Sam,1971-01-17,7,1996,2003,1,17,USA
Arthur Joseph,1927-08-07,12,1945,1957,8,7,USA
Fred Fritz,1875-09-04,0,1899,1899,9,4,USA
Stephen Eugene,1944-12-18,4,1969,1973,12,18,USA
Edward Charles,1891-08-20,1,1918,1919,8,20,USA
Joseph,1884-08-16,2,1909,1911,8,16,Austria
Benjamin Richard,1979-01-15,2,2002,2004,1,15,USA
Bruce Ernest,1943-03-23,5,1963,1968,3,23,USA
Christopher Hugh,1966-02-27,3,1991,1994,2,27,USA
Christian,1965-11-18,2,1993,1995,11,18,USA
David Austin,1889-05-01,3,1912,1915,5,1,USA
David Wayne,1967-02-26,8,1991,1999,2,26,USA
George Elmer,1877-12-24,4,1905,1909,12,24,USA
Douglas Lynn,1948-02-06,4,1972,1976,2,6,USA
Earl Nycum,1893-06-25,0,1918,1918,6,25,USA
Elston Gene,1929-02-23,13,1955,1968,2,23,USA
Frank Oliver,1936-08-08,15,1958,1973,8,8,USA
Fred Irving,1956-09-02,0,1979,1979,9,2,USA
Ivan Chester,1882-10-12,3,1914,1917,10,12,USA
James Eugene,1947-03-07,3,1971,1974,3,7,USA
Lawrence Rayford,1945-06-06,3,1970,1973,6,6,USA
Lee Vincent,1923-11-11,1,1946,1947,11,11,USA
Matthew Christopher,1967-09-22,0,1996,1996,9,22,USA
Michael Frederic,1958-04-02,2,1981,1983,4,2,USA
Paul Joseph,1884-05-20,0,1909,1909,5,20,USA
Ryan James,1979-11-19,12,2004,2016,11,19,USA
Sam James,1993-03-05,1,2018,2019,3,5,USA
Steven Bernard,1963-12-07,0,1990,1990,12,7,USA
Thomas Sylvester,1964-12-11,10,1990,2000,12,11,USA
Wilbur Leon,1949-01-08,5,1973,1978,1,8,USA
Arthur Henry,1946-12-15,11,1974,1985,12,15,USA
Calvin Earl,1924-11-27,0,1952,1952,11,27,USA
Millard,1920-01-07,18,1940,1958,1,7,USA
Homer Elliott,1920-04-24,9,1947,1956,4,24,USA
Lester Curtis,1895-08-24,1,1923,1924,8,24,USA
Harry Taylor,1876-11-14,12,1898,1910,11,14,USA
Jay Canfield,1955-11-26,14,1980,1994,11,26,USA
Jack Robert,1961-08-18,14,1985,1999,8,18,USA
James Phillip,1983-04-25,12,2005,2017,4,25,USA
Kenneth,1960-11-28,6,1984,1990,11,28,USA
Patrick O'Neal,1968-08-31,0,1992,1992,8,31,USA
Murray Donald,1909-01-29,0,1941,1941,1,29,USA
Roland Boatner,1892-01-03,0,1912,1912,1,3,USA
Roy Lee,1953-12-18,10,1974,1984,12,18,USA
William Ray,1921-12-12,3,1949,1952,12,12,USA
Steven Roy,1958-03-10,16,1980,1996,3,10,USA
Dann Paul John,1964-02-13,5,1989,1994,2,13,USA
Daniel Philip,1885-10-16,0,1913,1913,10,16,USA
Bobby Dean,1973-08-04,12,1998,2010,8,4,USA
Richard Dalton,1936-05-14,7,1961,1968,5,14,USA
William Ellsworth,1862-05-23,14,1888,1902,5,23,USA
Jared William,1989-05-18,1,2016,2017,5,18,USA
Roland Edison,1921-07-17,0,1952,1952,7,17,USA
Peter Alexander,1966-06-29,0,1992,1992,6,29,CAN
James Allen,1986-09-30,3,2016,2019,9,30,USA
Dewey LaMarr,1955-01-01,7,1979,1986,1,1,USA
Waite Charles,1899-09-09,20,1918,1938,9,9,USA
Alan Thomas,1949-07-21,12,1970,1982,7,21,USA
Kent Allen,1960-05-21,13,1981,1994,5,21,USA
Walter John,1943-05-22,1,1968,1969,5,22,USA
Wei-Chieh,1993-09-26,0,2019,2019,9,26,Taiwan
Allen,1860-12-09,0,1883,1883,12,9,USA
Robert Calvin,1900-10-31,NA,NA,NA,10,31,USA
Glenn Dee,1957-09-25,11,1978,1989,9,25,Germany
Michael Wayne,1971-02-16,6,1995,2001,2,16,USA
Trenidad Aviel,1964-05-11,9,1994,2003,5,11,USA
Wilbert William,1897-06-17,6,1919,1925,6,17,USA
Carl Owen,1903-06-22,15,1928,1943,6,22,USA
Kenneth Douglass,1941-12-23,2,1961,1963,12,23,USA
Clarence Bill,1895-10-27,6,1920,1926,10,27,USA
Jonathan Lloyd,1981-07-07,1,2006,2007,7,7,USA
Justin Patrick,1982-07-01,4,2005,2009,7,1,Australia
Otto,1914-03-12,0,1939,1939,3,12,USA
Chin-lung,1984-02-02,4,2007,2011,2,2,Taiwan
Chih-Wei,1993-11-04,1,2017,2018,11,4,Taiwan
Kenneth Paul,1971-01-27,5,2001,2006,1,27,USA
Earl Eugene,1910-05-23,0,1935,1935,5,23,USA
John Raymond,1966-08-08,5,1994,1999,8,8,USA
David Mark,1956-12-05,0,1983,1983,12,5,USA
James Price,1902-08-24,3,1923,1926,8,24,USA
Rex Allen,1960-09-02,14,1984,1998,9,2,USA
George Willis,1906-05-23,18,1926,1944,5,23,USA
Charles,1949-08-18,3,1972,1975,8,18,USA
Charles Lynn,1959-03-16,6,1983,1989,3,16,USA
Daniel Claiborne,1987-03-09,10,2009,2019,3,9,USA
Dakota Ryan,1994-09-15,1,2018,2019,9,15,USA
Hal Campbell,1927-05-04,1,1952,1953,5,4,USA
Jesse James,1948-07-22,0,1969,1969,7,22,USA
John Wilson,1912-06-30,9,1936,1945,6,30,USA
Joseph Paul,1970-09-29,3,1995,1998,9,29,USA
Joseph Thaddeus,1991-05-21,1,2018,2019,5,21,USA
Kyle Jordan,1987-01-07,0,2011,2011,1,7,USA
Luke Stephen,1977-05-02,5,2002,2007,5,2,USA
Nathaniel P.,1869-01-12,3,1886,1889,1,12,USA
Orlando Thill,1977-12-12,10,2002,2012,12,12,USA
Rex Haughton,1953-08-11,0,1974,1974,8,11,USA
Sidney Charles,1915-01-03,14,1940,1954,1,3,USA
Timothy Adam,1975-07-14,16,1999,2015,7,14,USA
Frank Elmer,1874-06-05,8,1897,1905,6,5,USA
Albert Alfred,1891-06-26,0,1914,1914,6,26,USA
Aubrey Lewis,1976-12-20,12,2000,2012,12,20,USA
David Gregory,1984-08-22,7,2009,2016,8,22,USA
George Alexander,1872-06-11,NA,NA,NA,6,11,USA
Benjamin Franklin,1914-07-18,0,1937,1937,7,18,USA
Chad Daniel,1985-04-29,7,2010,2017,4,29,USA
Michael Kale,1963-08-11,7,1989,1996,8,11,USA
Phillip Lee,1958-06-20,6,1979,1985,6,20,USA
Edward Ambrose,1880-07-14,0,1903,1903,7,14,USA
Miller James,1878-03-27,12,1904,1916,3,27,USA
William Nesbert,1896-11-18,0,1921,1921,11,18,USA
Robert E.,1971-03-10,1,1998,1999,3,10,USA
Richard Henry,1938-02-13,2,1966,1968,2,13,USA
Dustin Robert,1982-06-29,2,2009,2011,6,29,USA
Edward John,1880-10-05,4,1902,1906,10,5,USA
James H.,1874-01-22,4,1898,1902,1,22,USA
William Jared,1985-07-04,8,2011,2019,7,4,USA
James Ulysses,1869-03-08,9,1891,1900,3,8,USA
James Robert,1923-03-21,5,1952,1957,3,21,USA
James Michael,1951-08-11,3,1974,1977,8,11,USA
Joseph Thompson,1880-02-21,0,1902,1902,2,21,USA
Keith Wills,1963-09-12,6,1987,1993,9,12,USA
Luke Trevor,1984-08-02,2,2010,2012,8,2,Australia
Michael F.,1866-10-25,2,1888,1890,10,25,USA
Philip Joseph,1986-06-24,11,2007,2018,6,24,USA
John Rhyne,1983-09-09,0,2010,2010,9,9,USA
Roy John,1911-01-11,11,1935,1946,1,11,USA
Terry Wayne,1949-05-13,4,1970,1974,5,13,USA
Thomas James,1878-11-29,13,1900,1913,11,29,USA
Thomas L.,1884-01-28,12,1906,1918,1,28,USA
Thomas Franklin,1907-08-06,0,1930,1930,8,6,USA
Thomas Owen,1919-10-07,7,1941,1948,10,7,USA
Thomas Edward,1934-09-13,0,1959,1959,9,13,Panama
Travis Wade,1978-05-25,2,2004,2006,5,25,USA
Vernon Alexander,1893-04-15,0,1914,1914,4,15,USA
Cecil Carlton,1916-02-09,8,1941,1949,2,9,USA
Emil Hugo,1892-03-10,2,1915,1917,3,10,USA
Justin Ray,1979-04-16,0,2004,2004,4,16,USA
Mark Lawrence,1958-05-11,8,1983,1991,5,11,USA
Richard Allen,1969-05-17,1,1995,1996,5,17,USA
William A.,1832-10-23,NA,NA,NA,10,23,USA
William Franklin,1870-03-12,3,1896,1899,3,12,USA
Timothy Craig,1960-01-12,12,1983,1995,1,12,USA
Timothy Craig,1983-02-28,1,2008,2009,2,28,USA
Harry Joseph,1899-04-18,0,1922,1922,4,18,USA
Eric Eugene,1979-12-03,0,2007,2007,12,3,USA
David Lindsey,1968-02-25,4,1992,1996,2,25,USA
Rudolph Edward,1877-02-23,11,1899,1910,2,23,USA
Daniel Alexander,1989-11-28,0,2019,2019,11,28,USA
James Hensel,1897-07-18,0,1923,1923,7,18,USA
Philip Gregory,1982-12-21,7,2006,2013,12,21,USA
Thomas Hubert,1953-03-29,10,1977,1987,3,29,USA
John Edwin,1883-04-04,13,1905,1918,4,4,USA
Timothy Robert,1978-11-18,1,2003,2004,11,18,USA
Albert,1886-02-28,0,1911,1911,2,28,USA
Albert,1880-09-26,5,1910,1915,9,26,USA
Byron William,1911-06-17,0,1938,1938,6,17,USA
Robert William,1935-08-18,8,1962,1970,8,18,USA
John Henry,1861-11-12,1,1883,1884,11,12,CAN
John William,1915-06-23,8,1938,1946,6,23,USA
Michael Butler,1967-04-10,2,1991,1993,4,10,USA
Terryal Gene,1949-08-04,8,1971,1979,8,4,USA
Nicholas John,1983-09-08,11,2008,2019,9,8,USA
Cecil Randolph,1942-06-01,13,1964,1977,6,1,USA
Todd Randolph,1969-05-27,13,1990,2003,5,27,USA
Bernard Herman,1896-03-05,8,1922,1930,3,5,USA
William Fenton,1899-01-05,5,1926,1931,1,5,USA
Benjamin Franklin,1888-11-10,3,1910,1913,11,10,USA
William Ellsworth,1887-07-08,0,1912,1912,7,8,USA
Gordon William,1928-06-04,5,1953,1958,6,4,USA
Brian Raynold,1968-03-04,9,1991,2000,3,4,USA
Brian Lee,1971-03-05,9,1994,2003,3,5,USA
Harold James,1947-08-09,4,1971,1975,8,9,USA
James Augustus,1946-04-08,14,1965,1979,4,8,USA
Cedric Scott,1988-03-10,5,2011,2016,3,10,USA
Edison Franklin,1905-02-06,0,1933,1933,2,6,USA
George Henry,1887-07-08,1,1909,1910,7,8,USA
Herbert Harrison,1895-12-25,5,1916,1921,12,25,USA
James MacGregor,1964-06-22,0,1991,1991,6,22,USA
Robert Lemuel,1863-01-16,0,1883,1883,1,16,USA
Frederick Creighton,1880-01-05,0,1911,1911,1,5,USA
Richard Thomas,1974-09-25,0,1996,1996,9,25,USA
Torii Kedar,1975-07-18,18,1997,2015,7,18,USA
Raymond Thomas,1986-07-03,11,2008,2019,7,3,USA
Willard Mitchell,1934-03-08,2,1962,1964,3,8,USA
Oliver Joel,1905-10-11,1,1931,1932,10,11,USA
Kenneth Lawrence,1934-07-13,5,1959,1964,7,13,USA
Kenneth Raymond,1938-12-14,0,1961,1961,12,14,USA
James Randall,1960-01-03,1,1985,1986,1,3,USA
Ronald Kenneth,1941-02-23,11,1963,1974,2,23,USA
Stephen Michael,1945-12-03,8,1967,1975,12,3,USA
Walter Henry,1899-02-06,3,1923,1926,2,6,USA
David Blain,1957-04-17,2,1983,1985,4,17,USA
Clinton Merrick,1957-07-30,10,1977,1987,7,30,USA
Thomas Carr,1924-05-27,2,1954,1956,5,27,USA
Eric William,1985-09-17,0,2008,2008,9,17,USA
Jeremiah Joseph,1863-06-15,2,1889,1891,6,15,USA
Jason Brewster,1991-10-02,1,2016,2017,10,2,USA
William Hansel,1970-04-28,0,1996,1996,4,28,USA
Bruce Vee,1958-03-24,14,1980,1994,3,24,USA
Frank O'Donnell,1905-08-12,6,1928,1934,8,12,USA
James Lavon,1967-06-01,0,1994,1994,6,1,USA
Jimmy O'Neal,1972-03-01,0,1997,1997,3,1,USA
Jonathan,1966-10-20,2,1992,1994,10,20,USA
Timothy Carroll,1865-06-30,NA,NA,NA,6,30,USA
Edwin Amilgar,1970-02-01,2,1995,1997,2,1,Venezuela
Robert Leon,1971-11-10,7,1993,2000,11,10,USA
Jeffrey Kent,1964-08-15,12,1988,2000,8,15,USA
Carl Lawrence,1902-04-08,0,1925,1925,4,8,USA
William Jones,1866-10-11,0,1890,1890,10,11,USA
Berthold Juneau,1878-03-06,2,1900,1902,3,6,USA
Harry Emanuel Kress,1883-10-14,0,1906,1906,10,14,USA
Warren Llewellyn,1913-10-31,7,1937,1944,10,31,USA
William Forrest,1859-12-17,13,1884,1897,12,17,USA
Chad Martin,1977-02-21,0,2001,2001,2,21,USA
Andrew Scott,1990-08-22,6,2012,2018,8,22,USA
Edwin Forrest,1867-05-19,0,1890,1890,5,19,USA
Frederick Charles,1919-08-12,14,1939,1953,8,12,USA
Ira Kendall,1910-08-31,12,1933,1945,8,31,USA
Joseph Johnson,1905-02-05,0,1933,1933,2,5,USA
John Richard Joseph,1916-04-14,6,1940,1946,4,14,USA
George Herbert,1949-07-17,0,1974,1974,7,17,USA
Roy Lee,1902-02-27,0,1925,1925,2,27,USA
James Neamon,1947-10-17,5,1970,1975,10,17,USA
Mark Steven,1970-02-06,5,1993,1998,2,6,Australia
Thomas George,1946-04-20,15,1966,1981,4,20,USA
Jae-gyun,1987-07-28,0,2017,2017,7,28,South Korea
Robert Hamilton,1884-11-01,9,1909,1918,11,1,USA
Brandon Michael,1973-10-03,NA,NA,NA,10,3,USA
Richard Elde,1928-08-03,6,1955,1961,8,3,USA
Timothy James,1971-10-03,5,1994,1999,10,3,USA
William S.,1854-10-01,NA,NA,NA,10,1,USA
Joshua Colt,1985-06-28,2,2013,2015,6,28,USA
Patrick J.,1884-03-12,1,1903,1904,3,12,USA
Adam Davis,1971-12-06,6,2000,2006,12,6,USA
Christopher Domenic,1983-04-08,13,2006,2019,4,8,USA
Raul Javier,1972-06-02,18,1996,2014,6,2,USA
Edgar Alexander,1989-05-31,0,2015,2015,5,31,Venezuela
Herman Edward,1873-10-30,0,1902,1902,10,30,USA
Ryota,1979-05-28,2,2010,2012,5,28,Japan
Kei,1979-07-13,1,2007,2008,7,13,Japan
Jose Antonio,1990-01-05,8,2011,2019,1,5,Cuba
Raisel,1990-01-04,4,2015,2019,1,4,Cuba
Gary Raymond,1949-09-01,0,1973,1973,9,1,USA
Michael James,1966-03-12,4,1991,1995,3,12,USA
Tadahito,1974-12-04,3,2005,2008,12,4,Japan
Blaise Francis,1964-04-09,0,1994,1994,4,9,USA
Harry Miller,1889-01-12,0,1913,1913,1,12,USA
Peter Joseph,1964-04-02,12,1986,1998,4,2,USA
Ender David,1990-10-29,5,2014,2019,10,29,Venezuela
Fermin Alexis,1961-12-04,3,1987,1990,12,4,Venezuela
Gregory Alexander,1987-07-10,8,2010,2018,7,10,Venezuela
Omar Rafael,1981-12-26,14,2002,2016,12,26,Venezuela
Charles Brandon,1977-05-19,12,2001,2013,5,19,USA
Robert Randolph,1883-01-08,0,1914,1914,1,8,USA
William John,1886-04-19,0,1911,1911,4,19,USA
Joseph Steven,1978-06-29,5,2006,2011,6,29,USA
Charles W.,1860-04-08,0,1883,1883,4,8,USA
Garey Lamar,1970-07-25,3,1994,1997,7,25,USA
Melvin David,1904-07-04,0,1929,1929,7,4,USA
Riccardo Benay,1966-09-10,1,1994,1995,9,10,USA
Albert John,1871-01-27,5,1891,1896,1,27,USA
Jeffrey David,1962-07-05,6,1987,1993,7,5,USA
Dane Charles,1950-05-11,9,1977,1986,5,11,USA
Garth Ray,1954-10-12,9,1978,1987,10,12,USA
Frederick Bidds,1876-07-07,0,1903,1903,7,7,USA
Clarence Eugene,1919-12-03,6,1941,1947,12,3,USA
Hideki,1969-05-05,5,1997,2002,5,5,Japan
Harold,1890-08-05,0,1914,1914,8,5,USA
Timothy Neal Christopher,1953-03-14,1,1981,1982,3,14,USA
Hernan Alcides,1984-06-29,8,2008,2016,6,29,Venezuela
Cole R.,1994-01-31,0,2019,2019,1,31,USA
Daryl Keith,1964-11-15,2,1990,1992,11,15,USA
Monford Merrill,1919-02-25,7,1949,1956,2,25,USA
Arthur Albert,1858-02-14,14,1880,1894,2,14,CAN
William Franklin,1859-09-16,0,1886,1886,9,16,USA
Charles Edwin,1869-02-15,9,1893,1902,2,15,USA
John,1861-07-21,14,1882,1896,7,21,CAN
Phillip Andrew,1987-02-25,1,2013,2014,2,25,USA
Thomas Andrew,1912-12-20,0,1938,1938,12,20,USA
Walter Kingsley,1897-09-23,0,1921,1921,9,23,USA
Orlando,1959-12-22,0,1980,1980,12,22,P.R.
William Frank,1875-08-21,11,1898,1909,8,21,USA
Kazuhisa,1973-09-09,3,2002,2005,9,9,Japan
Travis Takashi,1983-09-24,9,2006,2015,9,24,USA
Jason Derik,1972-09-07,17,1995,2012,9,7,USA
Michael Wilson,1952-08-08,12,1971,1983,8,8,USA
Hisashi,1981-04-12,5,2012,2017,4,12,Japan
Akinori,1979-02-09,3,2007,2010,2,9,Japan
Enrique Roberto,1931-03-20,0,1967,1967,3,20,Cuba
Hansel,1977-01-02,0,2002,2002,1,2,Cuba
Cesar David,1980-02-10,12,2001,2013,2,10,Venezuela
Maicer,1980-09-12,10,2004,2014,9,12,Venezuela
Raymond Leo,1926-12-17,7,1953,1960,12,17,USA
Frederick Lawrence,1876-05-24,17,1900,1917,5,24,USA
Alvin Neill,1935-12-26,10,1959,1969,12,26,USA
Alex J.,1995-12-25,0,2019,2019,12,25,USA
Austin Jarriel,1987-02-01,8,2010,2018,2,1,USA
William Riley,1881-04-04,1,1914,1915,4,4,USA
Vincent Edward,1962-11-30,8,1986,1994,11,30,USA
Brett Elliott,1988-08-02,2,2012,2014,8,2,USA
Herbert Benjamin,1883-09-24,0,1905,1905,9,24,USA
Charles Herbert,1894-02-07,2,1915,1917,2,7,USA
Charles Leo,1963-03-19,7,1987,1994,3,19,USA
Conor Sims,1982-05-07,6,2005,2011,5,7,USA
Darrell Preston,1956-04-03,4,1978,1982,4,3,USA
Danny Lynn,1962-01-05,14,1983,1997,1,5,USA
Darrin Jay,1963-08-22,14,1985,1999,8,22,USA
Damian Jacques,1973-08-16,10,1996,2006,8,16,USA
Drew Hamilton,1993-07-28,0,2019,2019,7,28,USA
Edwin,1983-09-09,16,2003,2019,9,9,Germany
George Christopher,1882-01-02,2,1911,1913,1,2,USA
Grant Dwight,1942-09-28,17,1965,1982,9,28,USA
Henry Everett,1861-06-23,0,1887,1887,6,23,USA
Randy,1987-10-27,4,2015,2019,10,27,USA
James Benner,1877-11-28,5,1901,1906,11,28,USA
Joseph Walker,1887-07-16,12,1908,1920,7,16,USA
John Lewis,1909-07-15,0,1933,1933,7,15,USA
Kenneth Bernard,1963-08-21,0,1987,1987,8,21,USA
Lawrence Curtis,1931-06-02,13,1955,1968,6,2,USA
Louis Clarence,1935-07-26,6,1958,1964,7,26,USA
Luke Ray,1991-08-24,4,2015,2019,8,24,USA
Michael Warren,1946-03-27,3,1970,1973,3,27,USA
Michael Ray,1964-12-22,18,1986,2004,12,22,USA
Ransom Joseph,1926-02-10,9,1950,1959,2,10,USA
Reginald Martinez,1946-05-18,20,1967,1987,5,18,USA
Ronald Harris,1933-10-22,6,1954,1960,10,22,USA
Ronnie Damien,1953-05-09,9,1975,1984,5,9,USA
Roy Lee,1954-05-01,9,1977,1986,5,1,USA
Ryan Dewitte,1971-11-15,4,1998,2002,11,15,USA
Ryan Christopher,1988-05-10,3,2012,2015,5,10,USA
Samuel,1849-03-24,1,1871,1872,3,24,United Kingdom
Roland Thomas,1944-07-09,11,1963,1974,7,9,USA
Steven Nash,1982-03-15,1,2009,2010,3,15,USA
Travis Calvin,1903-11-02,14,1922,1936,11,2,USA
Zachary Thomas,1983-05-13,3,2006,2009,5,13,USA
Arthur Edward,1902-08-28,0,1939,1939,8,28,USA
William Chester,1890-08-16,12,1915,1927,8,16,USA
Albert Leonard,1881-06-05,3,1904,1907,6,5,USA
Brook Wallace,1959-11-23,11,1981,1992,11,23,USA
Newton Smith,1913-03-21,3,1937,1940,3,21,USA
Larry William,1975-08-30,0,2004,2004,8,30,USA
William Elmer,1892-08-10,13,1914,1927,8,10,USA
Lamar Gary,1937-06-09,1,1960,1961,6,9,USA
Stuart Louis,1894-12-13,0,1918,1918,12,13,USA
Merwin John William,1894-03-07,12,1915,1927,3,7,USA
Elmore Michael,1876-04-17,0,1902,1902,4,17,USA
Michael James,1980-10-30,7,2005,2012,10,30,USA
Otto Albert,1889-04-19,0,1918,1918,4,19,USA
Raymond Frederick,1902-01-02,0,1928,1928,1,2,USA
Forrest Vandergrift,1925-11-04,2,1954,1956,11,4,USA
Anthony Robert,1925-08-05,7,1948,1955,8,5,USA
Jason James,1970-11-24,4,1994,1998,11,24,USA
Patrick Thomas,1947-04-23,0,1971,1971,4,23,USA
Thomas Patrick,1975-12-29,0,2000,2000,12,29,USA
Paul Henry,1942-04-01,0,1964,1964,4,1,USA
Charles Thomas,1875-04-17,0,1904,1904,4,17,USA
Joseph Peter,1895-03-03,0,1920,1920,3,3,USA
John Emil,1966-05-27,9,1992,2001,5,27,USA
Arthur Charles,1895-12-02,3,1925,1928,12,2,USA
Juan Jose,1987-08-02,1,2014,2015,8,2,D.R.
Christopher James,1978-12-22,2,2009,2011,12,22,USA
Sigmund,1909-08-20,9,1936,1945,8,20,USA
Charles Dewey,1900-01-26,0,1924,1924,1,26,USA
Arthur,1952-08-02,0,1975,1975,8,2,USA
Berton Hulon,1886-07-07,0,1909,1909,7,7,USA
Robert Byrne,1905-09-02,4,1929,1933,9,2,USA
William Henry,1887-01-20,8,1911,1919,1,20,USA
William Lawrence,1892-03-12,6,1913,1919,3,12,USA
Robert Harvey,1958-08-18,9,1978,1987,8,18,USA
Charles Wesley,1937-12-22,5,1960,1965,12,22,USA
Donald Chris,1962-10-04,9,1986,1995,10,4,USA
Charles Hamilton,1981-11-09,6,2005,2011,11,9,USA
Cleo Joel,1940-08-31,5,1968,1973,8,31,USA
